,name,album,id,valence,tempo,speechiness,acousticness,liveness,key,duration_ms,time_signature,loudness,energy,mode,danceability,instrumentalness,uri,Generation
13016,flag,breaking dawn,0LvrQEsWwKL1X30rHYiYUw,0.464,167.552,0.0314,0.79,0.0915,1.0,235133.0,4.0,-6.92,0.339,1,0.481,0.0,spotify:track:0LvrQEsWwKL1X30rHYiYUw,Fourth Generation
13017,penalty,breaking dawn,2virnZ5rLmn16MCkvN5DIw,0.783,139.941,0.0591,0.075,0.133,1.0,182200.0,4.0,-4.708,0.665,1,0.747,0.0,spotify:track:2virnZ5rLmn16MCkvN5DIw,Fourth Generation
13018,kiss me if you can,breaking dawn,61XziEUGLGIi9z4hpK8ekn,0.508,149.983,0.119,0.0226,0.109,4.0,209960.0,4.0,-4.177,0.911,0,0.673,0.0,spotify:track:61XziEUGLGIi9z4hpK8ekn,Fourth Generation
13019,hush,breaking dawn,2iQTOOtAIFcvPx96ckTLW1,0.568,144.088,0.0429,0.0277,0.126,0.0,189720.0,4.0,-5.826,0.571,1,0.751,0.0,spotify:track:2iQTOOtAIFcvPx96ckTLW1,Fourth Generation
13020,closer,breaking dawn,73tqnYbBDehLG2LcMaUT7l,0.363,116.054,0.0467,0.0429,0.0953,3.0,201667.0,4.0,-6.08,0.445,1,0.492,0.0,spotify:track:73tqnYbBDehLG2LcMaUT7l,Fourth Generation
13021,good bye,reveal,3w8uddonckUvwXrWVUm3GB,0.346,135.637,0.0305,0.697,0.281,1.0,239120.0,4.0,-5.207,0.5,1,0.484,0.0,spotify:track:3w8uddonckUvwXrWVUm3GB,Fourth Generation
13022,ego,the boyz 1st album [reveal],4rdiBpeM87mU9yLaSVUKq0,0.591,155.084,0.198,0.084,0.179,9.0,181307.0,4.0,-2.374,0.908,1,0.639,0.0,spotify:track:4rdiBpeM87mU9yLaSVUKq0,Fourth Generation
13023,reveal,the boyz 1st album [reveal],14tNUeer5gUbUYvhYYTclS,0.569,95.043,0.108,0.0822,0.132,9.0,202453.0,4.0,-1.38,0.952,0,0.624,0.0,spotify:track:14tNUeer5gUbUYvhYYTclS,Fourth Generation
13024,shake you down,the boyz 1st album [reveal],2ICcV5WY1FL7445beV18KX,0.613,135.085,0.0451,0.111,0.465,4.0,192240.0,4.0,-2.357,0.889,0,0.661,0.0,spotify:track:2ICcV5WY1FL7445beV18KX,Fourth Generation
13025,scar,the boyz 1st album [reveal],6CaITLuo1Ojx3SU8QtklEd,0.401,142.03,0.0481,0.0541,0.113,8.0,200947.0,4.0,-3.051,0.861,0,0.676,1.04e-06,spotify:track:6CaITLuo1Ojx3SU8QtklEd,Fourth Generation
13026,salty,the boyz 1st album [reveal],7Gj8f0zhVvSveNuXRkUGhN,0.497,134.009,0.039,0.0213,0.074,3.0,182907.0,4.0,-3.489,0.789,0,0.656,0.0,spotify:track:7Gj8f0zhVvSveNuXRkUGhN,Fourth Generation
13027,break your rules,the boyz 1st album [reveal],3UNXEhxZ1bXQ87osUTfxQl,0.698,104.979,0.0461,0.232,0.119,11.0,205413.0,4.0,-3.987,0.834,1,0.619,0.0,spotify:track:3UNXEhxZ1bXQ87osUTfxQl,Fourth Generation
13028,wings,the boyz 1st album [reveal],7ai7BT5RUa8vmdQC7tjdVm,0.505,104.945,0.0383,0.0246,0.134,7.0,233467.0,4.0,-5.456,0.633,1,0.765,0.0,spotify:track:7ai7BT5RUa8vmdQC7tjdVm,Fourth Generation
13029,goodbye,the boyz 1st album [reveal],5KAwSdzPevSiY0Fuv5N1WW,0.341,135.88,0.0301,0.713,0.305,1.0,239120.0,4.0,-5.167,0.504,1,0.496,0.0,spotify:track:5KAwSdzPevSiY0Fuv5N1WW,Fourth Generation
13030,spring snow,the boyz 1st album [reveal],3mcFhufGPQWi4VXlMJ9Hm4,0.371,125.518,0.0338,0.641,0.355,3.0,244720.0,4.0,-4.958,0.517,1,0.552,0.0,spotify:track:3mcFhufGPQWi4VXlMJ9Hm4,Fourth Generation
13031,maverick,the boyz 3rd single album [maverick],1Ylu1Il2czce9eQQXtDXwO,0.535,103.025,0.0568,0.0628,0.132,8.0,208653.0,4.0,-2.453,0.853,1,0.728,0.0,spotify:track:1Ylu1Il2czce9eQQXtDXwO,Fourth Generation
13032,hypnotized,the boyz 3rd single album [maverick],2dOuNNpwieu2ORIICoPGg6,0.745,173.758,0.163,0.114,0.127,8.0,190827.0,4.0,-4.62,0.643,1,0.612,0.0,spotify:track:2dOuNNpwieu2ORIICoPGg6,Fourth Generation
13033,russian roulette,the boyz 3rd single album [maverick],3pWzeAmsFvRiH9VYeBLDDM,0.766,136.997,0.0581,0.149,0.17,10.0,221787.0,4.0,-2.967,0.897,0,0.784,1.92e-06,spotify:track:3pWzeAmsFvRiH9VYeBLDDM,Fourth Generation
13034,thrill ride,the boyz 6th mini album [thrill-ing],6EyYB3ZoftFC3VmmtVBRxK,0.715,97.035,0.037,0.0643,0.0971,8.0,196333.0,4.0,-2.21,0.886,1,0.725,0.0,spotify:track:6EyYB3ZoftFC3VmmtVBRxK,Fourth Generation
13035,out of control,the boyz 6th mini album [thrill-ing],71iNo1HUDJMUb8lVneoFzp,0.228,175.801,0.0622,0.0596,0.633,8.0,215667.0,4.0,-2.896,0.898,1,0.539,0.0,spotify:track:71iNo1HUDJMUb8lVneoFzp,Fourth Generation
13036,dancing till we drop,the boyz 6th mini album [thrill-ing],6MOV1BWG4GcugakXFWsdg6,0.872,114.012,0.104,0.097,0.112,5.0,215813.0,4.0,-2.915,0.848,0,0.846,0.0,spotify:track:6MOV1BWG4GcugakXFWsdg6,Fourth Generation
13037,nightmares,the boyz 6th mini album [thrill-ing],2Z2kCoJ9u4PU3iOhvHoOPk,0.82,150.038,0.0357,0.227,0.099,10.0,183680.0,4.0,-3.385,0.848,0,0.764,0.0,spotify:track:2Z2kCoJ9u4PU3iOhvHoOPk,Fourth Generation
13038,merry bad ending,the boyz 6th mini album [thrill-ing],0ZnBESxJk54WAoO3FspCHd,0.46,96.019,0.114,0.049,0.107,5.0,203147.0,4.0,-3.048,0.811,1,0.662,0.0,spotify:track:0ZnBESxJk54WAoO3FspCHd,Fourth Generation
13039,b.o.y (bet on you),the boyz 6th mini album [thrill-ing],16YMpltY2Va1fEq0cmFAUA,0.644,130.054,0.0411,0.118,0.0775,4.0,160507.0,4.0,-4.621,0.69,1,0.833,0.0,spotify:track:16YMpltY2Va1fEq0cmFAUA,Fourth Generation
13040,drink it,drink it,56URBnyl71PPaebwimqwQD,0.563,123.979,0.105,0.0933,0.296,7.0,206947.0,4.0,-1.618,0.946,0,0.709,0.0,spotify:track:56URBnyl71PPaebwimqwQD,Fourth Generation
13041,will be,racket boys (original television soundtrack) pt. 1,20ewHOo7c8SMTKSshwtjdZ,0.802,155.01,0.0784,0.0546,0.127,6.0,183267.0,4.0,-2.33,0.957,0,0.542,0.0,spotify:track:20ewHOo7c8SMTKSshwtjdZ,Fourth Generation
13042,priority,priority (run on ost part.7),03enFsAZYtbbt1PX6gOeZz,0.492,187.53,0.0404,0.691,0.0719,3.0,236533.0,4.0,-6.271,0.464,1,0.488,0.0,spotify:track:03enFsAZYtbbt1PX6gOeZz,Fourth Generation
13043,christmassy!,the boyz special single 'christmassy!',1KMc5CXwEkjklwSqPMQjB1,0.607,107.94,0.0772,0.0559,0.0482,2.0,205533.0,4.0,-3.521,0.911,1,0.702,0.0,spotify:track:1KMc5CXwEkjklwSqPMQjB1,Fourth Generation
13044,shine shine,the boyz 5th mini album [chase],535s5KqEAJJzheNrwCttBh,0.774,127.999,0.0345,0.0928,0.132,1.0,215106.0,4.0,-3.48,0.814,1,0.699,0.0,spotify:track:535s5KqEAJJzheNrwCttBh,Fourth Generation
13045,the stealer,the boyz 5th mini album [chase],2opyqSxMhjTlrz5YBgdgdY,0.403,115.956,0.0615,0.0277,0.317,5.0,210938.0,4.0,-4.042,0.86,0,0.789,0.0,spotify:track:2opyqSxMhjTlrz5YBgdgdY,Fourth Generation
13046,whiplash,the boyz 5th mini album [chase],2hj442oCWUiT8CsKuC3kic,0.853,139.954,0.0686,0.119,0.0628,7.0,201966.0,4.0,-3.837,0.857,1,0.803,0.0,spotify:track:2hj442oCWUiT8CsKuC3kic,Fourth Generation
13047,make or break,the boyz 5th mini album [chase],7ls0vZcoigiGY4Ju6EVXlq,0.722,110.05,0.165,0.251,0.391,7.0,205291.0,4.0,-2.602,0.947,1,0.74,0.0,spotify:track:7ls0vZcoigiGY4Ju6EVXlq,Fourth Generation
13048,checkmate - stage version,the boyz 5th mini album [chase],1gI5Gr06QvAOocPjdvRUXc,0.66,100.025,0.0884,0.0171,0.056,2.0,211936.0,4.0,-3.718,0.923,1,0.652,0.0,spotify:track:1gI5Gr06QvAOocPjdvRUXc,Fourth Generation
13049,white,the boyz special single 'white',4RUF7vLA3KutJHfQ1eGWuA,0.614,103.078,0.0324,0.0423,0.228,1.0,245865.0,4.0,-3.749,0.775,0,0.689,0.0,spotify:track:4RUF7vLA3KutJHfQ1eGWuA,Fourth Generation
13050,back all black,tattoo,7MAOYyzKBnxE45wjAcI8tN,0.829,113.946,0.097,0.0339,0.625,5.0,201040.0,4.0,-2.419,0.903,0,0.888,0.00155,spotify:track:7MAOYyzKBnxE45wjAcI8tN,Fourth Generation
13051,tattoo,tattoo,7c0RR2yGfRKqD3ifUKWIOl,0.637,74.363,0.245,0.029,0.0724,4.0,232160.0,4.0,-4.368,0.887,0,0.464,0.0,spotify:track:7c0RR2yGfRKqD3ifUKWIOl,Fourth Generation
13052,espionage,tattoo,2OK6no6Jb37CuHCXg3lunN,0.742,153.918,0.0778,0.106,0.0704,5.0,196587.0,4.0,-4.221,0.9,1,0.674,0.0,spotify:track:2OK6no6Jb37CuHCXg3lunN,Fourth Generation
13053,stupid sorry,tattoo,4rh25ntA9bkw2hmN5aE8G7,0.801,110.027,0.0434,0.171,0.0932,10.0,210547.0,4.0,-4.366,0.783,1,0.716,0.0,spotify:track:4rh25ntA9bkw2hmN5aE8G7,Fourth Generation
13054,bye bye bye,tattoo,3lOqQmditePZkyMzf8r0dp,0.29,143.028,0.136,0.119,0.129,8.0,209280.0,4.0,-4.679,0.814,0,0.619,0.0,spotify:track:3lOqQmditePZkyMzf8r0dp,Fourth Generation
13055,brighter,tattoo,4Nzeb4akfkj4gdHfbgFOQN,0.338,141.949,0.0368,0.0823,0.141,2.0,207440.0,4.0,-4.315,0.663,1,0.635,0.0,spotify:track:4Nzeb4akfkj4gdHfbgFOQN,Fourth Generation
13056,water,dreamlike,2067Uelo2ENtL0xwC9mORd,0.764,151.988,0.0482,0.0464,0.051,7.0,199039.0,4.0,-4.869,0.829,0,0.71,0.0,spotify:track:2067Uelo2ENtL0xwC9mORd,Fourth Generation
13057,d.d.d,dreamlike,0D917V6dnjtQLDHxjIlxbR,0.642,119.973,0.0848,0.0746,0.0789,3.0,212363.0,4.0,-2.699,0.921,1,0.695,0.0,spotify:track:0D917V6dnjtQLDHxjIlxbR,Fourth Generation
13058,complete me,dreamlike,6G7IlbupLflT3PTs24gzwM,0.916,116.045,0.0932,0.0988,0.174,11.0,194920.0,4.0,-2.266,0.915,0,0.722,0.0,spotify:track:6G7IlbupLflT3PTs24gzwM,Fourth Generation
13059,summer time,dreamlike,4eKLvvUsjDBdHAPnZyP9Ev,0.725,94.014,0.0436,0.203,0.338,9.0,197726.0,4.0,-2.288,0.873,1,0.625,0.0,spotify:track:4eKLvvUsjDBdHAPnZyP9Ev,Fourth Generation
13060,going high,dreamlike,2ewsQVj8j9xgCM6l6XqTaN,0.771,159.99,0.0913,0.192,0.374,2.0,208374.0,4.0,-3.265,0.925,0,0.587,0.0,spotify:track:2ewsQVj8j9xgCM6l6XqTaN,Fourth Generation
13061,daydream,dreamlike,3sEjn9dKe07MEV5GkzmlWg,0.309,108.027,0.0484,0.0491,0.0956,0.0,183782.0,4.0,-6.31,0.62,1,0.686,0.0,spotify:track:3sEjn9dKe07MEV5GkzmlWg,Fourth Generation
13062,bloom bloom,the boyz 2nd single album [bloom bloom],7tlGwysecWPnIwtt6Jq8cz,0.727,124.023,0.0415,0.127,0.132,5.0,224053.0,4.0,-3.281,0.771,1,0.694,0.0,spotify:track:7tlGwysecWPnIwtt6Jq8cz,Fourth Generation
13063,butterfly,the boyz 2nd single album [bloom bloom],7xNSSBWbGKrIftiHFAE0qz,0.645,129.891,0.0584,0.4,0.337,5.0,241627.0,4.0,-4.637,0.634,1,0.687,0.0,spotify:track:7xNSSBWbGKrIftiHFAE0qz,Fourth Generation
13064,clover,the boyz 2nd single album [bloom bloom],6mtAKQyV0wxkg0vAxWn3sF,0.354,131.993,0.0435,0.0223,0.11,1.0,187439.0,4.0,-3.54,0.936,1,0.639,0.0,spotify:track:6mtAKQyV0wxkg0vAxWn3sF,Fourth Generation
13065,36.5 (melting heart),the only,6hTPAEpt6DY0WEmPwwqOH5,0.24,73.353,0.197,0.529,0.116,1.0,244994.0,4.0,-5.987,0.52,0,0.528,0.0,spotify:track:6hTPAEpt6DY0WEmPwwqOH5,Fourth Generation
13066,breath to breath,the boyz 3rd mini album [the only],6356I0zQ2zSi297bzWE5Rc,0.762,141.896,0.0327,0.0795,0.653,8.0,57628.0,4.0,-6.059,0.686,0,0.618,0.586,spotify:track:6356I0zQ2zSi297bzWE5Rc,Fourth Generation
13067,no air,the boyz 3rd mini album [the only],0mve4vxmwumqI6gnw7euma,0.396,102.025,0.0434,0.0871,0.121,11.0,244089.0,4.0,-3.773,0.859,0,0.733,0.0,spotify:track:0mve4vxmwumqI6gnw7euma,Fourth Generation
13068,only one,the boyz 3rd mini album [the only],3XCN39iIWQe61XfcyV9lDU,0.598,137.938,0.0436,0.0458,0.154,7.0,205266.0,4.0,-4.942,0.827,0,0.677,0.0,spotify:track:3XCN39iIWQe61XfcyV9lDU,Fourth Generation
13069,lucid dream,the boyz 3rd mini album [the only],32wDIV69yrTGGf96PprsrX,0.823,91.96,0.104,0.424,0.567,11.0,200669.0,4.0,-4.836,0.711,0,0.72,0.0,spotify:track:32wDIV69yrTGGf96PprsrX,Fourth Generation
13070,melting heart,the boyz 3rd mini album [the only],58Dc06zTMe3SKaJ4tMjRlc,0.236,72.073,0.18,0.529,0.116,6.0,244994.0,4.0,-5.987,0.521,0,0.601,0.0,spotify:track:58Dc06zTMe3SKaJ4tMjRlc,Fourth Generation
13071,4ever,the boyz 3rd mini album [the only],3eaNqetkMvBEqdpONk7KXQ,0.38,89.988,0.0593,0.0723,0.0442,9.0,224194.0,4.0,-4.114,0.871,1,0.475,0.0,spotify:track:3eaNqetkMvBEqdpONk7KXQ,Fourth Generation
13072,walkin' in time,the first,4i7mcYpfjaVNq39RlLt4ys,0.31,86.01,0.0434,0.18,0.371,0.0,299673.0,4.0,-5.151,0.57,1,0.645,0.0,spotify:track:4i7mcYpfjaVNq39RlLt4ys,Fourth Generation
13073,i'm your boy,the first,2FXKIvNpqf0fsKSNiZefQe,0.629,97.956,0.0672,0.398,0.0474,7.0,212437.0,4.0,-0.989,0.9,0,0.659,0.0,spotify:track:2FXKIvNpqf0fsKSNiZefQe,Fourth Generation
13074,right here,the boyz 1st single album [the sphere],3bZ2nXrvR3wFiRXPUKax0t,0.801,118.93,0.087,0.0326,0.326,0.0,201676.0,4.0,-3.541,0.942,1,0.558,0.0,spotify:track:3bZ2nXrvR3wFiRXPUKax0t,Fourth Generation
13075,l.o.u,the boyz 1st single album [the sphere],2g9ER8cZPonAllWRIaeBs1,0.82,124.973,0.0417,0.156,0.11,2.0,221105.0,4.0,-3.857,0.879,1,0.703,0.0,spotify:track:2g9ER8cZPonAllWRIaeBs1,Fourth Generation
13076,keeper (prod. park kyung),the boyz special single 'keeper(prod. park kyung)',1d2bUIuA2f7XSFueDTFmQw,0.848,102.019,0.182,0.113,0.0875,0.0,200704.0,4.0,-3.882,0.804,1,0.702,0.0,spotify:track:1d2bUIuA2f7XSFueDTFmQw,Fourth Generation
13077,the start,the boyz mini album [the start],5D7ElMPD2XXclEVoGwl14X,0.385,112.169,0.0979,0.000838,0.395,8.0,40789.0,4.0,-8.33,0.928,1,0.529,0.912,spotify:track:5D7ElMPD2XXclEVoGwl14X,Fourth Generation
13078,giddy up,the boyz mini album [the start],1E8nyp18bEsa3Nth2qRykg,0.704,118.045,0.122,0.0435,0.29,10.0,216947.0,4.0,-2.349,0.952,0,0.702,0.0,spotify:track:1E8nyp18bEsa3Nth2qRykg,Fourth Generation
13079,text me back,the boyz mini album [the start],26dIowMFejhhJYRKgcCTzv,0.586,119.93,0.0931,0.0623,0.106,11.0,191833.0,4.0,-3.436,0.936,0,0.693,0.0,spotify:track:26dIowMFejhhJYRKgcCTzv,Fourth Generation
13080,just u,the boyz mini album [the start],2AKbuqMkR3RSqAiaNAs01K,0.615,103.94,0.0493,0.0355,0.304,4.0,201646.0,4.0,-2.798,0.905,1,0.589,0.0,spotify:track:2AKbuqMkR3RSqAiaNAs01K,Fourth Generation
13081,back 2 u,the boyz mini album [the start],1LjmSCjrtoFoEQfh6SFNrG,0.58,80.08,0.0699,0.0886,0.14,2.0,213166.0,4.0,-4.698,0.762,1,0.572,0.0,spotify:track:1LjmSCjrtoFoEQfh6SFNrG,Fourth Generation
13082,get it,the boyz mini album [the start],0Zgm8eaoRCq4RZRw8yzWQJ,0.379,149.745,0.0781,0.115,0.0703,9.0,210850.0,4.0,-3.967,0.845,0,0.619,4.1e-06,spotify:track:0Zgm8eaoRCq4RZRw8yzWQJ,Fourth Generation
13083,intro,the boyz debut album [the first],7ywzaJNXa9CxhUqpG5Bfn4,0.165,100.041,0.0336,0.16,0.182,7.0,39276.0,1.0,-5.809,0.846,1,0.608,0.602,spotify:track:7ywzaJNXa9CxhUqpG5Bfn4,Fourth Generation
13084,boy,the boyz debut album [the first],5BYmiFRjwPgyrtLLqWAGHx,0.549,125.058,0.0783,0.13,0.735,6.0,190246.0,4.0,-1.696,0.977,0,0.601,0.0,spotify:track:5BYmiFRjwPgyrtLLqWAGHx,Fourth Generation
13085,walkin’ in time,the boyz debut album [the first],0LrFPVRa7ps3dPm3Iff3Dr,0.31,86.009,0.0436,0.187,0.371,0.0,299673.0,4.0,-5.151,0.57,1,0.645,0.0,spotify:track:0LrFPVRa7ps3dPm3Iff3Dr,Fourth Generation
13086,got it,the boyz debut album [the first],6uAVg4QrqNYfDsjGp679qS,0.592,105.98,0.0776,0.107,0.0912,7.0,223355.0,4.0,-3.421,0.814,1,0.829,0.0,spotify:track:6uAVg4QrqNYfDsjGp679qS,Fourth Generation
13087,i’m your boy,the boyz debut album [the first],3oIXaCMeb9qgGpVPDOXEyF,0.63,97.958,0.0666,0.398,0.0474,7.0,212437.0,4.0,-0.989,0.9,0,0.66,0.0,spotify:track:3oIXaCMeb9qgGpVPDOXEyF,Fourth Generation
13088,lo$er=lo♡er,the chaos chapter: fight or escape,21aOLk12MksET8AsbU0SI6,0.687,124.997,0.0383,0.001,0.105,11.0,199919.0,4.0,-4.18,0.867,0,0.644,0.0,spotify:track:21aOLk12MksET8AsbU0SI6,Fourth Generation
13089,moa diary (dubaddu wari wari),the chaos chapter: fight or escape,3XoYQvTJK5KT0ynrq7mcCN,0.575,113.922,0.181,0.074,0.141,4.0,188276.0,4.0,-4.54,0.893,1,0.717,0.0,spotify:track:3XoYQvTJK5KT0ynrq7mcCN,Fourth Generation
13090,0x1=lovesong (i know i love you) feat. seori (emocore mix),the chaos chapter: fight or escape,6XtPOQQmTO5hLdaD8ICyEU,0.425,105.037,0.034,0.0109,0.299,5.0,218569.0,4.0,-5.27,0.769,1,0.501,0.00014,spotify:track:6XtPOQQmTO5hLdaD8ICyEU,Fourth Generation
13091,anti-romantic,the chaos chapter: freeze,44tTqUi3xi7E28QLzHVdUA,0.206,142.977,0.11,0.0509,0.071,0.0,215188.0,4.0,-8.668,0.489,0,0.641,0.0,spotify:track:44tTqUi3xi7E28QLzHVdUA,Fourth Generation
13092,0x1=lovesong (i know i love you) feat. seori,the chaos chapter: freeze,1Z8TPHiKeCUyClxV6WTTIf,0.484,104.973,0.079,0.0558,0.0663,0.0,202204.0,4.0,-4.925,0.836,1,0.584,0.0,spotify:track:1Z8TPHiKeCUyClxV6WTTIf,Fourth Generation
13093,ice cream,the chaos chapter: freeze,1DA36fEIoN6IKuDAI6oBbK,0.707,97.974,0.0691,0.0332,0.0895,1.0,202762.0,4.0,-5.256,0.527,1,0.824,0.0,spotify:track:1DA36fEIoN6IKuDAI6oBbK,Fourth Generation
13094,what if i had been that puma,the chaos chapter: freeze,6pU4nUCle2kZR2k3XV86YF,0.589,95.985,0.0784,0.0287,0.362,0.0,212704.0,4.0,-5.608,0.679,1,0.861,0.0,spotify:track:6pU4nUCle2kZR2k3XV86YF,Fourth Generation
13095,no rules,the chaos chapter: freeze,1lb61ya67YS87CtjYN0bil,0.703,120.03,0.0544,0.00158,0.214,5.0,186076.0,4.0,-4.636,0.736,0,0.747,3.3e-05,spotify:track:1lb61ya67YS87CtjYN0bil,Fourth Generation
13096,dear sputnik,the chaos chapter: freeze,7ypFllJwlotXBJfLjsXhvo,0.492,125.09,0.0364,0.000184,0.27,0.0,194913.0,4.0,-3.8,0.806,0,0.529,4.87e-06,spotify:track:7ypFllJwlotXBJfLjsXhvo,Fourth Generation
13097,frost,the chaos chapter: freeze,3Yp61j6axuQe4nxYWvbOXy,0.581,96.004,0.0532,0.00551,0.382,5.0,194771.0,4.0,-5.528,0.746,0,0.776,0.0,spotify:track:3Yp61j6axuQe4nxYWvbOXy,Fourth Generation
13098,intro : dreaming,still dreaming,4mJWqVx4vIxIc91b8YZQc8,0.24,101.669,0.031,0.486,0.145,3.0,74307.0,4.0,-8.259,0.479,1,0.226,0.00367,spotify:track:4mJWqVx4vIxIc91b8YZQc8,Fourth Generation
13099,outro : still,still dreaming,7bzFnFnXU2isoH0F65Yid0,0.3,115.957,0.0301,0.867,0.204,2.0,73600.0,4.0,-12.97,0.373,1,0.602,0.857,spotify:track:7bzFnFnXU2isoH0F65Yid0,Fourth Generation
13100,new rules,the dream chapter: magic,31edKOsQsHexNNs9zkvBhi,0.372,120.021,0.0804,0.0147,0.266,2.0,174533.0,4.0,-5.218,0.774,1,0.761,1.15e-06,spotify:track:31edKOsQsHexNNs9zkvBhi,Fourth Generation
13101,9 and three quarters (run away),the dream chapter: magic,3psGiE7CXKwFpCH06Gk8tm,0.521,128.97,0.0628,0.00428,0.115,1.0,211827.0,4.0,-4.41,0.763,1,0.629,0.0,spotify:track:3psGiE7CXKwFpCH06Gk8tm,Fourth Generation
13102,roller coaster,the dream chapter: magic,7GorijZYPInIVdmJ5srFNm,0.395,127.9,0.0409,0.0136,0.0837,2.0,214467.0,4.0,-6.006,0.654,0,0.614,2.8e-06,spotify:track:7GorijZYPInIVdmJ5srFNm,Fourth Generation
13103,poppin' star,the dream chapter: magic,1i0bQAt6igTir6azhpn2Ri,0.769,137.036,0.0487,0.185,0.0509,3.0,193373.0,4.0,-5.324,0.59,1,0.822,0.0,spotify:track:1i0bQAt6igTir6azhpn2Ri,Fourth Generation
13104,can't we just leave the monster alive?,the dream chapter: magic,0MXJi2hVTVpAvKO3cRllOy,0.683,109.031,0.0678,0.187,0.0844,0.0,230627.0,4.0,-4.95,0.866,1,0.736,0.0,spotify:track:0MXJi2hVTVpAvKO3cRllOy,Fourth Generation
13105,magic island,the dream chapter: magic,1O1nXbIV4dE3k3n1bq3E5h,0.744,93.108,0.0549,0.521,0.103,11.0,193520.0,1.0,-10.857,0.426,1,0.474,0.0,spotify:track:1O1nXbIV4dE3k3n1bq3E5h,Fourth Generation
13106,20cm,the dream chapter: magic,5TxtM4vmk6pXpgq8lJtvB0,0.648,136.541,0.0268,0.0231,0.226,1.0,216933.0,4.0,-6.268,0.557,0,0.671,0.0,spotify:track:5TxtM4vmk6pXpgq8lJtvB0,Fourth Generation
13107,angel or devil,the dream chapter: magic,7JB8HIO9usldjMr6KKUu1t,0.415,103.993,0.079,0.0272,0.435,7.0,231427.0,4.0,-4.805,0.722,1,0.795,0.0,spotify:track:7JB8HIO9usldjMr6KKUu1t,Fourth Generation
13108,magic,chaotic wonderland,08my8XgmXQWx3VRRU8EOTP,0.499,108.065,0.412,0.00322,0.293,8.0,159760.0,4.0,-5.677,0.85,1,0.663,0.0,spotify:track:08my8XgmXQWx3VRRU8EOTP,Fourth Generation
13109,eyes (from “armored saurus”),eyes (from “armored saurus”),2jENXjiYuPriGaFNLSmgO5,0.529,114.931,0.0987,0.01,0.0978,1.0,214198.0,4.0,-3.355,0.938,1,0.628,0.0,spotify:track:2jENXjiYuPriGaFNLSmgO5,Fourth Generation
13110,ito,ito,0Fb1M7rbOnydw6SrXXSlHr,0.423,82.97,0.0356,0.212,0.296,10.0,243248.0,4.0,-6.15,0.66,1,0.568,0.0,spotify:track:0Fb1M7rbOnydw6SrXXSlHr,Fourth Generation
13111,0x1=lovesong (i know i love you) feat. mod sun,0x1=lovesong (i know i love you) feat. mod sun,2BS6hEI43E8Rx1vDwG7B2N,0.443,105.052,0.0341,0.0008,0.39,5.0,218756.0,4.0,-5.001,0.734,1,0.497,0.0,spotify:track:2BS6hEI43E8Rx1vDwG7B2N,Fourth Generation
13112,"0x1=lovesong (i know i love you) feat. ph-1, woodie gochild, seori","0x1=lovesong (i know i love you) feat. ph-1, woodie gochild, seori",6jUqjExnh8QBGd7RtnAIJF,0.481,101.819,0.031,0.363,0.405,5.0,205148.0,4.0,-3.928,0.626,1,0.61,0.0,spotify:track:6jUqjExnh8QBGd7RtnAIJF,Fourth Generation
13113,love sight,doom at your service (original television soundtrack) pt. 2,35HpFGWVSqW4D0Wi8A7zLI,0.204,111.845,0.0304,0.391,0.122,2.0,252253.0,4.0,-6.077,0.433,1,0.607,0.0,spotify:track:35HpFGWVSqW4D0Wi8A7zLI,Fourth Generation
13114,force,force,2BGVCCEnQrqH2iz7gIIGFi,0.658,131.989,0.0908,0.000935,0.324,2.0,239760.0,4.0,-4.133,0.872,1,0.734,0.0,spotify:track:2BGVCCEnQrqH2iz7gIIGFi,Fourth Generation
13115,your light,your light (live on),0NJQUkvJT9PY8TMIRPq1oA,0.848,110.993,0.0484,0.0935,0.0542,1.0,217893.0,4.0,-2.671,0.931,0,0.749,0.0,spotify:track:0NJQUkvJT9PY8TMIRPq1oA,Fourth Generation
13116,ghosting,minisode1 : blue hour,4dhqV0dDD8CqPjfJohqTmj,0.694,151.989,0.0694,0.00319,0.305,9.0,223492.0,4.0,-4.942,0.878,1,0.413,0.000961,spotify:track:4dhqV0dDD8CqPjfJohqTmj,Fourth Generation
13117,blue hour,minisode1 : blue hour,0JQHGu03YJikcND4SENdiW,0.746,112.005,0.0836,0.00962,0.0871,3.0,209105.0,4.0,-4.362,0.82,0,0.71,0.0,spotify:track:0JQHGu03YJikcND4SENdiW,Fourth Generation
13118,we lost the summer,minisode1 : blue hour,2QgHbElxpwEuYp2DoZEAr3,0.764,105.748,0.0753,0.0391,0.0332,10.0,210549.0,4.0,-3.901,0.784,0,0.551,0.0,spotify:track:2QgHbElxpwEuYp2DoZEAr3,Fourth Generation
13119,wishlist,minisode1 : blue hour,1xo0SABqJrTriyMb2JMtLg,0.301,149.966,0.107,0.00059,0.307,3.0,191788.0,4.0,-5.054,0.92,1,0.61,0.0,spotify:track:1xo0SABqJrTriyMb2JMtLg,Fourth Generation
13120,way home,minisode1 : blue hour,27eGaFrSQW9CX6Koe42M04,0.458,152.78,0.249,0.042,0.151,3.0,182945.0,4.0,-5.388,0.769,0,0.586,0.0,spotify:track:27eGaFrSQW9CX6Koe42M04,Fourth Generation
