,name,album,id,valence,tempo,speechiness,acousticness,liveness,key,duration_ms,time_signature,loudness,energy,mode,danceability,instrumentalness,uri,Generation
112,gravity,better - the 10th album,4VTAfhzblwCWrzDzxkGw2w,0.258,121.818,0.0584,0.622,0.188,7.0,211893.0,4.0,-6.069,0.591,1,0.65,0.0,spotify:track:4VTAfhzblwCWrzDzxkGw2w,First Generation
113,little bird,better - the 10th album,5SokSiXcHQca42peaFt29v,0.513,89.954,0.0513,0.0987,0.13,10.0,207920.0,4.0,-2.793,0.784,1,0.568,0.0,spotify:track:5SokSiXcHQca42peaFt29v,First Generation
114,woman,woman - the 9th album,14rpBBTV0qi60Ex4jonuNi,0.788,107.024,0.0832,0.0725,0.0569,5.0,170368.0,4.0,-4.385,0.575,0,0.82,0.0,spotify:track:14rpBBTV0qi60Ex4jonuNi,First Generation
115,like it!,woman - the 9th album,4M5Wd3F7KrFL8Nr8ydtAVQ,0.48,109.04,0.0858,0.0164,0.488,7.0,206544.0,4.0,-4.047,0.743,1,0.734,0.0,spotify:track:4M5Wd3F7KrFL8Nr8ydtAVQ,First Generation
116,irreversible,woman - the 9th album,42x3HXaYiF0BYpKjXZ6Ccj,0.22,95.115,0.103,0.201,0.163,0.0,219134.0,4.0,-6.883,0.575,1,0.645,2.47e-05,spotify:track:42x3HXaYiF0BYpKjXZ6Ccj,First Generation
117,encounter,woman - the 9th album,5xgDL3ITev9OFmmpV5I3cN,0.62,104.933,0.0837,0.269,0.0827,3.0,210193.0,4.0,-4.433,0.826,0,0.491,8.02e-06,spotify:track:5xgDL3ITev9OFmmpV5I3cN,First Generation
118,little more,woman - the 9th album,1UUrSBdCVORp3w0GcZrWcU,0.81,115.052,0.0706,0.0649,0.119,2.0,237877.0,4.0,-3.205,0.897,0,0.74,0.0,spotify:track:1UUrSBdCVORp3w0GcZrWcU,First Generation
119,u&i,woman - the 9th album,2QaCwg7NuZCvC8YHzph4CF,0.231,109.974,0.052,0.00129,0.0893,7.0,182741.0,4.0,-4.779,0.854,1,0.683,0.0208,spotify:track:2QaCwg7NuZCvC8YHzph4CF,First Generation
120,if,woman - the 9th album,4VEoAZMJIQhrCQMUuSz1EO,0.847,93.859,0.0742,0.811,0.102,11.0,196604.0,4.0,-6.823,0.288,0,0.749,0.0,spotify:track:4VEoAZMJIQhrCQMUuSz1EO,First Generation
121,no limit,woman - the 9th album,3teJ7PYBLDjJ1hth4zI5fI,0.744,100.054,0.0306,0.0415,0.0989,6.0,207993.0,4.0,-4.028,0.816,0,0.669,8.19e-06,spotify:track:3teJ7PYBLDjJ1hth4zI5fI,First Generation
122,good love,woman - the 9th album,22t8DIoRe0e5NLmbZU2mJx,0.638,89.979,0.0539,0.164,0.267,5.0,192004.0,4.0,-3.847,0.757,0,0.741,0.0,spotify:track:22t8DIoRe0e5NLmbZU2mJx,First Generation
123,i want you back,woman - the 9th album,2bmKSuLavasWy4lbfTsNdA,0.928,117.013,0.0721,0.101,0.0661,9.0,218689.0,4.0,-2.555,0.953,0,0.755,9.47e-06,spotify:track:2bmKSuLavasWy4lbfTsNdA,First Generation
124,"one shot, two shot","one shot, two shot - the 1st mini album",1OWxlgwPtWuEvGkH8uS1Tj,0.483,119.948,0.067,0.24,0.12,7.0,210880.0,4.0,-5.82,0.679,0,0.804,0.0,spotify:track:1OWxlgwPtWuEvGkH8uS1Tj,First Generation
125,everybody knows,"one shot, two shot - the 1st mini album",3nts3JEnWM8CIhcsKahCvC,0.716,94.975,0.101,0.398,0.143,3.0,216027.0,4.0,-5.084,0.671,0,0.759,0.000339,spotify:track:3nts3JEnWM8CIhcsKahCvC,First Generation
126,your song,"one shot, two shot - the 1st mini album",2QbeXjJMa3cssEf0EVp7Lf,0.399,147.935,0.204,0.137,0.248,0.0,212146.0,4.0,-3.969,0.765,1,0.737,0.0,spotify:track:2QbeXjJMa3cssEf0EVp7Lf,First Generation
127,recollection,"one shot, two shot - the 1st mini album",5K7gKm344eKOkDPHQPKAzd,0.489,110.965,0.0389,0.0665,0.348,5.0,218487.0,4.0,-3.22,0.801,1,0.716,0.0,spotify:track:5K7gKm344eKOkDPHQPKAzd,First Generation
128,"always, all ways","one shot, two shot - the 1st mini album",1tHKHyxFIxipoMNHDr0QhX,0.433,141.874,0.0696,0.0635,0.0965,9.0,221973.0,4.0,-5.907,0.574,0,0.592,0.0,spotify:track:1tHKHyxFIxipoMNHDr0QhX,First Generation
129,where am i now,私このままでいいのかな,31z5Bp5H951CGMr1JiOQ09,0.733,105.005,0.0382,0.372,0.315,4.0,213347.0,4.0,-3.079,0.912,0,0.709,0.0,spotify:track:31z5Bp5H951CGMr1JiOQ09,First Generation
130,ありがとうサヨナラ,私このままでいいのかな,5om83SOkvb4wS8EXr3RRzZ,0.82,100.297,0.0422,0.223,0.141,8.0,202493.0,4.0,-3.239,0.854,1,0.808,1.23e-06,spotify:track:5om83SOkvb4wS8EXr3RRzZ,First Generation
131,crow,私このままでいいのかな,5wwAk1r4VyqEQfIOcD1LyM,0.572,156.035,0.0647,0.115,0.331,4.0,223453.0,4.0,-3.617,0.883,0,0.66,0.0,spotify:track:5wwAk1r4VyqEQfIOcD1LyM,First Generation
132,jazzclub,私このままでいいのかな,4vMDAZTZuLMtFwec3H4iqO,0.584,120.034,0.0456,0.00477,0.174,11.0,170907.0,4.0,-3.749,0.81,0,0.841,6.56e-05,spotify:track:4vMDAZTZuLMtFwec3H4iqO,First Generation
133,manhattan tango,私このままでいいのかな,4KB7iGnDE7KPMN7uIqlTgp,0.789,125.019,0.0699,0.21,0.189,5.0,209000.0,4.0,-3.774,0.784,0,0.794,0.0,spotify:track:4KB7iGnDE7KPMN7uIqlTgp,First Generation
134,mannish chocolat,私このままでいいのかな,0IA6Fw1ZeVMNqW60NwlxTu,0.685,124.019,0.0449,0.101,0.469,8.0,198667.0,4.0,-1.746,0.911,1,0.737,5.51e-06,spotify:track:0IA6Fw1ZeVMNqW60NwlxTu,First Generation
135,私このままでいいのかな,私このままでいいのかな,1XZWgqE1VayfZKBtEI3qzX,0.173,151.844,0.0305,0.339,0.0978,10.0,288480.0,4.0,-4.029,0.617,1,0.575,0.0,spotify:track:1XZWgqE1VayfZKBtEI3qzX,First Generation
136,who are you,kiss my lips - the 8th album,5NonMh25FGFcP3flxU64sa,0.826,105.003,0.0559,0.193,0.214,2.0,223721.0,4.0,-2.362,0.902,1,0.738,0.0,spotify:track:5NonMh25FGFcP3flxU64sa,First Generation
137,smash,kiss my lips - the 8th album,1iuWpa7yPmVIz2I32qGWeg,0.851,117.968,0.115,0.0282,0.0655,5.0,153476.0,4.0,-3.158,0.868,0,0.69,0.0,spotify:track:1iuWpa7yPmVIz2I32qGWeg,First Generation
138,shattered,kiss my lips - the 8th album,2JJpSdpoUfsByH8aLRXJ62,0.733,104.931,0.121,0.374,0.116,8.0,235615.0,4.0,-3.832,0.836,0,0.63,0.0,spotify:track:2JJpSdpoUfsByH8aLRXJ62,First Generation
139,fox,kiss my lips - the 8th album,50E7JEHhsqk3resRnYNcLk,0.924,110.033,0.0439,0.375,0.185,10.0,238165.0,4.0,-2.485,0.821,1,0.76,0.0,spotify:track:50E7JEHhsqk3resRnYNcLk,First Generation
140,double jack,kiss my lips - the 8th album,5exYNFnFD5qOIZ7DaRRRxe,0.796,105.948,0.0541,0.194,0.123,4.0,226836.0,4.0,-4.468,0.716,0,0.73,0.0,spotify:track:5exYNFnFD5qOIZ7DaRRRxe,First Generation
141,home,kiss my lips - the 8th album,1ocWjp09kFdbQy2oDdxJIb,0.149,87.048,0.0733,0.83,0.103,8.0,216539.0,4.0,-6.345,0.482,0,0.554,0.0,spotify:track:1ocWjp09kFdbQy2oDdxJIb,First Generation
142,clockwork,kiss my lips - the 8th album,4FKgqB6Kpm0k550RTHL45u,0.803,115.979,0.0622,0.223,0.0769,8.0,235815.0,4.0,-3.293,0.808,0,0.769,0.0,spotify:track:4FKgqB6Kpm0k550RTHL45u,First Generation
143,love and hate,kiss my lips - the 8th album,01iogSG6bvmCnjOwL6RFWH,0.529,93.965,0.0438,0.832,0.111,4.0,244244.0,4.0,-8.263,0.27,1,0.769,0.0,spotify:track:01iogSG6bvmCnjOwL6RFWH,First Generation
144,green light,kiss my lips - the 8th album,3PN8VnhTD8A5hkFefnAgmQ,0.78,116.998,0.0366,0.0327,0.314,4.0,240274.0,4.0,-2.897,0.876,0,0.708,2.05e-05,spotify:track:3PN8VnhTD8A5hkFefnAgmQ,First Generation
145,hello,kiss my lips - the 8th album,5d53YEnqLvMecXiDYL8TkL,0.712,71.294,0.0324,0.783,0.11,0.0,260276.0,4.0,-4.689,0.607,1,0.432,1.62e-06,spotify:track:5d53YEnqLvMecXiDYL8TkL,First Generation
146,blah,kiss my lips - the 8th album,5w5Yws7tGeYoSH1YgSvYZm,0.803,100.001,0.077,0.341,0.204,4.0,218770.0,4.0,-3.434,0.876,1,0.774,0.0,spotify:track:5w5Yws7tGeYoSH1YgSvYZm,First Generation
147,first time,who's back?,5y2OdzPeFn06dnWGJLnn0Y,0.711,126.965,0.0393,0.0182,0.666,5.0,225387.0,4.0,-2.631,0.973,1,0.734,0.00461,spotify:track:5y2OdzPeFn06dnWGJLnn0Y,First Generation
148,네모난 바퀴 hope,only one - the 7th album,5UEt42BFnPnQjG17lYNsJp,0.356,78.021,0.0271,0.0962,0.105,1.0,275127.0,4.0,-4.058,0.656,1,0.613,0.0,spotify:track:5UEt42BFnPnQjG17lYNsJp,First Generation
149,not over 'u,only one - the 7th album,2OK2GI65Kd6gZWQVTLmC5w,0.607,130.065,0.0462,0.229,0.0859,10.0,222644.0,4.0,-2.703,0.892,0,0.693,0.0,spotify:track:2OK2GI65Kd6gZWQVTLmC5w,First Generation
150,the top,only one - the 7th album,74ANKHXRJhEpkMuu5jMszW,0.911,123.999,0.0767,0.0184,0.327,10.0,156646.0,4.0,-3.52,0.909,0,0.849,0.0,spotify:track:74ANKHXRJhEpkMuu5jMszW,First Generation
151,너에게 닿기를 간절히 외치다 mayday! mayday!,only one - the 7th album,6M1oRylAnrG2ZBRKPWNgcY,0.293,129.844,0.0354,0.229,0.287,5.0,219349.0,4.0,-4.524,0.696,1,0.56,0.0,spotify:track:6M1oRylAnrG2ZBRKPWNgcY,First Generation
152,one dream,only one - the 7th album,23fq2Sh3OpvhlKttYA1gJP,0.44,81.984,0.0308,0.0657,0.319,1.0,148264.0,4.0,-3.439,0.736,0,0.62,0.0,spotify:track:23fq2Sh3OpvhlKttYA1gJP,First Generation
153,copy & paste,copy & paste - the 6th album repackage,66hLdiqgPzeUSQ2bNYPLU0,0.564,111.998,0.234,0.019,0.112,7.0,224053.0,4.0,-3.052,0.885,1,0.816,1.11e-06,spotify:track:66hLdiqgPzeUSQ2bNYPLU0,First Generation
154,i'm ok (보고 싶더라),copy & paste - the 6th album repackage,5KB1mIeD6EmNNUpddipH2F,0.967,174.029,0.143,0.693,0.358,6.0,215907.0,4.0,-1.034,0.826,1,0.691,0.0,spotify:track:5KB1mIeD6EmNNUpddipH2F,First Generation
155,game,hurricane venus - the 6th album,05yzoCddZWX4d692HE5xnr,0.835,126.011,0.121,0.128,0.037,0.0,195813.0,4.0,-3.127,0.638,1,0.782,4.84e-05,spotify:track:05yzoCddZWX4d692HE5xnr,First Generation
156,hurricane venus,hurricane venus - the 6th album,2lmk1MaysnnDt4ct8M60Vr,0.694,112.02,0.0885,0.0399,0.2,9.0,190400.0,4.0,-1.692,0.828,0,0.734,0.0,spotify:track:2lmk1MaysnnDt4ct8M60Vr,First Generation
157,dangerous,hurricane venus - the 6th album,26TxnXINBjbDDkXGJOCYu0,0.458,105.046,0.0346,0.00244,0.311,6.0,173880.0,4.0,-2.806,0.766,1,0.815,0.000286,spotify:track:26TxnXINBjbDDkXGJOCYu0,First Generation
158,stand by,hurricane venus - the 6th album,2M15BnZ48XyLynz7Ct280V,0.125,82.062,0.0501,0.743,0.112,3.0,307240.0,4.0,-5.651,0.533,1,0.257,0.0,spotify:track:2M15BnZ48XyLynz7Ct280V,First Generation
159,m.e.p. (my electronic piano),hurricane venus - the 6th album,02P2EWBAGauqsmh9hMaMzN,0.598,108.015,0.0292,0.266,0.263,10.0,201133.0,4.0,-3.11,0.747,1,0.686,1.68e-06,spotify:track:02P2EWBAGauqsmh9hMaMzN,First Generation
160,let me,hurricane venus - the 6th album,5he5cDovtHFCEpcHKeXL1x,0.74,120.037,0.107,0.176,0.482,10.0,211600.0,4.0,-4.145,0.851,0,0.824,2.52e-05,spotify:track:5he5cDovtHFCEpcHKeXL1x,First Generation
161,implode,hurricane venus - the 6th album,1b5UPOfG13sTiGSZPvinTY,0.25,97.966,0.0262,0.867,0.117,4.0,392387.0,4.0,-6.809,0.364,1,0.613,0.0,spotify:track:1b5UPOfG13sTiGSZPvinTY,First Generation
162,adrenaline,hurricane venus - the 6th album,74w8c90h1PlN8oxJAKEt5B,0.454,134.879,0.132,0.0836,0.0672,4.0,185053.0,4.0,-2.286,0.829,0,0.68,0.0047,spotify:track:74w8c90h1PlN8oxJAKEt5B,First Generation
163,ordinary day,hurricane venus - the 6th album,5AkpXazzNeFXeOI5prKu8X,0.267,85.002,0.0308,0.0142,0.111,0.0,287427.0,4.0,-3.913,0.691,1,0.656,3.4e-06,spotify:track:5AkpXazzNeFXeOI5prKu8X,First Generation
164,don't know what to say,hurricane venus - the 6th album,2kDb9aTMIJouq4qDsEfRGI,0.646,136.361,0.0312,0.816,0.116,5.0,248707.0,4.0,-6.705,0.346,1,0.491,1.49e-06,spotify:track:2kDb9aTMIJouq4qDsEfRGI,First Generation
165,romance,hurricane venus - the 6th album,42As51JzVg1vvh85c7LA6p,0.134,106.84,0.0291,0.743,0.128,7.0,308040.0,4.0,-7.59,0.319,0,0.311,5.12e-05,spotify:track:42As51JzVg1vvh85c7LA6p,First Generation
166,this is who i am,identity,3BgjmpMH8qjv8tCUcT19NA,0.54,77.897,0.0842,0.111,0.101,11.0,171707.0,4.0,-5.624,0.782,0,0.281,0.0,spotify:track:3BgjmpMH8qjv8tCUcT19NA,First Generation
167,easy,identity,7psQZDUvCAMxlSy7Bm2cMh,0.658,117.944,0.0807,0.0137,0.297,10.0,202760.0,4.0,-5.886,0.91,0,0.731,0.000431,spotify:track:7psQZDUvCAMxlSy7Bm2cMh,First Generation
168,lazer,identity,5Er2wHLHnL3mbPHEgD7dDR,0.452,124.93,0.0407,4e-05,0.14,7.0,244733.0,4.0,-6.262,0.599,1,0.624,0.457,spotify:track:5Er2wHLHnL3mbPHEgD7dDR,First Generation
169,is this love,identity,6wTfwVI0mFJyBJNqCCFioE,0.628,113.974,0.0371,0.303,0.275,6.0,244480.0,4.0,-10.042,0.372,0,0.759,0.0,spotify:track:6wTfwVI0mFJyBJNqCCFioE,First Generation
170,まもりたい 〜white wishes〜,identity,06LeI3zQCfI9uhWyzWrME4,0.514,108.015,0.0326,0.213,0.141,6.0,210693.0,4.0,-5.005,0.814,0,0.598,0.00188,spotify:track:06LeI3zQCfI9uhWyzWrME4,First Generation
171,ネコラブ,identity,1KnnrbyTRzjLUIBHInon5H,0.926,120.04,0.0337,0.0033,0.0626,8.0,212760.0,4.0,-5.218,0.837,0,0.813,0.00575,spotify:track:1KnnrbyTRzjLUIBHInon5H,First Generation
172,the end そして and... - album ver.,identity,17RrZLkCYFCEiTpNexAHl8,0.178,81.001,0.0501,0.0397,0.348,7.0,430787.0,4.0,-6.894,0.836,0,0.595,2.2e-06,spotify:track:17RrZLkCYFCEiTpNexAHl8,First Generation
173,possibility - duet with 三浦大知,identity,7JZVVou5Ql9v9H4he1OggE,0.692,136.031,0.0592,0.362,0.0566,6.0,246093.0,4.0,-5.776,0.504,1,0.807,0.0,spotify:track:7JZVVou5Ql9v9H4he1OggE,First Generation
174,fallin',identity,2jRlB9epb7zSSxh85PEceW,0.953,115.018,0.0289,0.0084,0.0477,2.0,310667.0,4.0,-5.461,0.886,1,0.797,0.0735,spotify:track:2jRlB9epb7zSSxh85PEceW,First Generation
175,my all,identity,5ObxUYJJhbACxqXp8wrOru,0.251,138.07,0.0283,0.602,0.112,10.0,338373.0,4.0,-6.649,0.467,1,0.56,0.0,spotify:track:5ObxUYJJhbACxqXp8wrOru,First Generation
176,energetic - radio edit,boa (deluxe),27SqU4Y2fXbCFUnW3yCdQ1,0.524,116.066,0.0403,0.00186,0.361,9.0,205013.0,4.0,-3.935,0.739,0,0.705,2.36e-05,spotify:track:27SqU4Y2fXbCFUnW3yCdQ1,First Generation
177,control,boa (deluxe),5QvNjNBtNN8ipIOtPXAYKF,0.623,130.901,0.054,0.0432,0.354,7.0,180173.0,4.0,-2.445,0.713,0,0.761,3.13e-06,spotify:track:5QvNjNBtNN8ipIOtPXAYKF,First Generation
178,crazy about,boa (deluxe),5ZT8UnmWp6d3hIGRIBURVS,0.685,115.99,0.07,0.168,0.203,7.0,215067.0,4.0,-3.483,0.881,1,0.72,0.0,spotify:track:5ZT8UnmWp6d3hIGRIBURVS,First Generation
179,メリクリ - new best album ver,best&usa,2TV63Qc5SAVz2F6HpRfB7f,0.171,79.888,0.0348,0.788,0.357,1.0,336133.0,3.0,-8.439,0.352,1,0.239,0.0,spotify:track:2TV63Qc5SAVz2F6HpRfB7f,First Generation
180,valenti - best&usa version,best&usa,4oPYn52f2O5YH21XZ5gBMr,0.875,103.985,0.0429,0.00627,0.112,8.0,277360.0,4.0,-4.239,0.876,0,0.677,1.44e-05,spotify:track:4oPYn52f2O5YH21XZ5gBMr,First Generation
181,i did it for love,boa,3bYaabuNFAXzSOCIbhibbD,0.682,130.592,0.0938,0.0667,0.302,5.0,181613.0,4.0,-3.51,0.884,0,0.73,0.00905,spotify:track:3bYaabuNFAXzSOCIbhibbD,First Generation
182,energetic,boa,4gcq5SAJlb78Q1j69QEgKb,0.495,116.02,0.034,0.000734,0.158,9.0,221320.0,4.0,-3.79,0.726,0,0.75,0.000304,spotify:track:4gcq5SAJlb78Q1j69QEgKb,First Generation
183,did ya,boa,0cRh0PnEhwWZW8A2MHM6Rm,0.875,89.982,0.0801,0.0512,0.512,3.0,179240.0,4.0,-2.13,0.974,0,0.578,7.39e-06,spotify:track:0cRh0PnEhwWZW8A2MHM6Rm,First Generation
184,look who's talking,boa,4ww8c6mCFBccc5o98ZTcw0,0.698,113.053,0.0872,0.0355,0.0873,1.0,188293.0,4.0,-4.304,0.851,1,0.894,0.000286,spotify:track:4ww8c6mCFBccc5o98ZTcw0,First Generation
185,obsessed,boa,5xgbxldC40IF5tTGHCUU7T,0.443,140.092,0.0787,0.197,0.155,10.0,226480.0,4.0,-2.247,0.938,0,0.5,0.0,spotify:track:5xgbxldC40IF5tTGHCUU7T,First Generation
186,touched,boa,31CCulz52GEUWx3BKeYeVC,0.515,114.839,0.169,0.0143,0.15,11.0,186880.0,4.0,-4.853,0.8,0,0.707,3.52e-05,spotify:track:31CCulz52GEUWx3BKeYeVC,First Generation
187,scream,boa,4GJ374ym9Bo8I5RZ1ovQrf,0.0884,119.027,0.0342,0.00103,0.0936,5.0,196280.0,4.0,-4.483,0.822,0,0.725,1.63e-06,spotify:track:4GJ374ym9Bo8I5RZ1ovQrf,First Generation
188,dress off,boa,4gpvxhKNOrFM2W2H9kpLSM,0.911,140.023,0.0614,0.061,0.207,0.0,221933.0,4.0,-3.578,0.946,0,0.639,0.0,spotify:track:4gpvxhKNOrFM2W2H9kpLSM,First Generation
189,hypnotic dancefloor,boa,0wknUKU044AlFc927vH1c8,0.873,140.021,0.173,0.0527,0.121,1.0,223733.0,4.0,-4.408,0.682,0,0.774,0.0,spotify:track:0wknUKU044AlFc927vH1c8,First Generation
190,aggressive,the face,72oLM8BtgHIhQ3gu2OvE9S,0.79,120.023,0.0611,0.0248,0.572,6.0,221347.0,4.0,-4.797,0.723,0,0.751,0.0,spotify:track:72oLM8BtgHIhQ3gu2OvE9S,First Generation
191,"my way,your way",the face,12hPYdthTO2ZYGqeVzRk5Z,0.832,166.042,0.0456,0.598,0.0928,11.0,261707.0,4.0,-4.099,0.881,0,0.629,1.57e-06,spotify:track:12hPYdthTO2ZYGqeVzRk5Z,First Generation
192,girl in the mirror,the face,473eoWPhx8FwtcwxkNYmiz,0.493,108.885,0.0536,0.0614,0.32,4.0,188080.0,4.0,-4.016,0.886,0,0.803,1.06e-05,spotify:track:473eoWPhx8FwtcwxkNYmiz,First Generation
193,happy birthday,the face,4z8LRlsu5U10am4qEf5gag,0.485,125.017,0.0563,0.318,0.0792,8.0,249027.0,4.0,-5.426,0.798,1,0.708,0.0,spotify:track:4z8LRlsu5U10am4qEf5gag,First Generation
194,brave,the face,68riuB8EaQ0ddzNQwUoyA7,0.456,89.993,0.0477,0.0192,0.112,10.0,237587.0,4.0,-5.085,0.838,0,0.583,6.51e-05,spotify:track:68riuB8EaQ0ddzNQwUoyA7,First Generation
195,ギャップにやられた!,the face,4eq6qyUbsnJLBOpydAE3w5,0.849,119.972,0.0682,0.0664,0.0949,7.0,220773.0,4.0,-2.696,0.959,1,0.751,0.0167,spotify:track:4eq6qyUbsnJLBOpydAE3w5,First Generation
196,style,the face,3YseIangUnigUhf0ogcGn6,0.538,106.988,0.0836,0.00324,0.0408,1.0,189907.0,4.0,-4.743,0.782,1,0.69,0.0,spotify:track:3YseIangUnigUhf0ogcGn6,First Generation
197,best friend,the face,3V5wP0Re5egkuRmxU5lymy,0.638,87.99,0.0509,0.278,0.0859,7.0,248493.0,4.0,-4.834,0.744,1,0.672,0.0,spotify:track:3V5wP0Re5egkuRmxU5lymy,First Generation
198,"hey boy,hey girl",the face,7zuKKxwcxaeGPrhKoNWdMP,0.791,119.995,0.0756,0.134,0.0495,6.0,227720.0,4.0,-2.575,0.904,1,0.793,0.0,spotify:track:7zuKKxwcxaeGPrhKoNWdMP,First Generation
199,lady galaxy,made in twenty(20),6S4fHpb7cd69fgnxJHNovJ,0.878,125.016,0.089,0.0143,0.298,9.0,204000.0,4.0,-3.472,0.951,0,0.881,0.000806,spotify:track:6S4fHpb7cd69fgnxJHNovJ,First Generation
200,still.,made in twenty(20),1UJJ4tx0qwyF9XIh4VrD7c,0.577,91.993,0.0737,0.119,0.264,6.0,288533.0,4.0,-4.519,0.916,0,0.603,0.00312,spotify:track:1UJJ4tx0qwyF9XIh4VrD7c,First Generation
201,so real,made in twenty(20),1rotfxr5XAiPHlrI56RdY1,0.687,114.986,0.0532,0.0562,0.282,11.0,196533.0,4.0,-2.591,0.957,0,0.765,0.0,spotify:track:1rotfxr5XAiPHlrI56RdY1,First Generation
202,our love〜to my parents〜,made in twenty(20),1aycq1Yb0zbZyZKFOzgOrI,0.13,120.027,0.0312,0.14,0.216,7.0,281767.0,4.0,-5.427,0.561,1,0.675,0.0,spotify:track:1aycq1Yb0zbZyZKFOzgOrI,First Generation
203,no more make me sick,made in twenty(20),3LJkPxYMh10PBeCUDjCsRG,0.68,92.991,0.0313,0.178,0.0679,11.0,230700.0,4.0,-2.653,0.835,0,0.739,0.0,spotify:track:3LJkPxYMh10PBeCUDjCsRG,First Generation
204,revolution-code:1986-1105,made in twenty(20),0bAdCijNDBXD8rIUTCC7b6,0.634,98.037,0.152,0.00855,0.0926,1.0,231600.0,4.0,-1.845,0.811,1,0.807,0.0,spotify:track:0bAdCijNDBXD8rIUTCC7b6,First Generation
205,prayer,made in twenty(20),0kHvxmjfHnlFllRurRMmwl,0.906,121.027,0.0513,0.00458,0.0308,8.0,206100.0,4.0,-3.035,0.607,0,0.865,0.00502,spotify:track:0kHvxmjfHnlFllRurRMmwl,First Generation
206,gracious days,made in twenty(20),7xP7QnDJbb9zbbkthNWi4i,0.678,90.011,0.0276,0.0228,0.134,9.0,316033.0,4.0,-3.488,0.789,1,0.567,0.00714,spotify:track:7xP7QnDJbb9zbbkthNWi4i,First Generation
207,last christmas,made in twenty(20),34VP9RnEYc5VZKzX7qP9ll,0.817,107.016,0.029,0.356,0.292,0.0,299833.0,4.0,-5.313,0.676,1,0.762,0.00121,spotify:track:34VP9RnEYc5VZKzX7qP9ll,First Generation
208,silent screamerz,outgrow,31GealVc6aU0ZjKatDtdl8,0.819,108.994,0.0463,0.00135,0.0219,5.0,209547.0,4.0,-5.337,0.74,0,0.849,0.00019,spotify:track:31GealVc6aU0ZjKatDtdl8,First Generation
209,outgrow〜ready butterfly〜,outgrow,6Bnz2t0z7e1LZ5rjPj8mHz,0.771,122.012,0.0551,0.00296,0.0806,7.0,198560.0,4.0,-5.878,0.893,1,0.774,0.132,spotify:track:6Bnz2t0z7e1LZ5rjPj8mHz,First Generation
210,cosmic eyes,outgrow,3Uv6aNjK2N3muZmWspQd2O,0.893,160.001,0.107,0.0334,0.0125,11.0,218147.0,4.0,-4.527,0.9,0,0.659,0.617,spotify:track:3Uv6aNjK2N3muZmWspQd2O,First Generation
211,love is just what you can't see,outgrow,2vzew9gdnjXMr8b1dydMGA,0.658,100.004,0.0435,0.0465,0.0553,1.0,303827.0,4.0,-7.097,0.556,1,0.763,1.59e-06,spotify:track:2vzew9gdnjXMr8b1dydMGA,First Generation
212,stay my gold,outgrow,4msV82s0Gcrkq1ngYr7SZ3,0.668,143.945,0.0461,0.0118,0.0975,10.0,327600.0,4.0,-6.139,0.613,1,0.673,0.0,spotify:track:4msV82s0Gcrkq1ngYr7SZ3,First Generation
213,soundscape,outgrow,58RFirJkQJak41hPxS2Sjv,0.647,70.805,0.128,0.0276,0.314,0.0,250067.0,4.0,-5.822,0.7,1,0.52,0.0,spotify:track:58RFirJkQJak41hPxS2Sjv,First Generation
214,first snow,outgrow,37GF3r69v1jYdgiHQ5NYZL,0.158,139.812,0.0303,0.153,0.123,11.0,262760.0,4.0,-8.509,0.36,1,0.579,0.0,spotify:track:37GF3r69v1jYdgiHQ5NYZL,First Generation
215,moto,girls on top,6Lcg2kqVT62KH5fJnzxj9c,0.741,111.987,0.0416,0.00187,0.278,1.0,186067.0,4.0,-2.188,0.922,1,0.75,0.0,spotify:track:6Lcg2kqVT62KH5fJnzxj9c,First Generation
216,do you love me? (둘이 함께),girls on top,02M8dDeqRCbCqJ0VLMw1PO,0.852,87.971,0.232,0.0501,0.297,6.0,212427.0,4.0,-1.936,0.851,0,0.658,0.0,spotify:track:02M8dDeqRCbCqJ0VLMw1PO,First Generation
217,girls on top,girls on top,5AjjiajghftDZd5qO5YRCQ,0.757,109.995,0.0439,0.00909,0.262,1.0,218653.0,4.0,-1.709,0.933,1,0.741,0.0,spotify:track:5AjjiajghftDZd5qO5YRCQ,First Generation
218,오늘 그댈 본다면 (if you were here),girls on top,2tDLnJ4Xu45XROb8NJV2Jk,0.237,78.051,0.0288,0.609,0.0814,10.0,219253.0,4.0,-2.519,0.606,1,0.561,0.0,spotify:track:2tDLnJ4Xu45XROb8NJV2Jk,First Generation
219,love can make a miracle,girls on top,79sPF4GMM3eKNbvSJPJTbq,0.228,140.087,0.0281,0.422,0.291,9.0,223480.0,4.0,-4.517,0.542,0,0.498,4.32e-05,spotify:track:79sPF4GMM3eKNbvSJPJTbq,First Generation
220,addiction (집착),girls on top,2HlGMIhvLWJjj9LuSZsNDO,0.959,88.564,0.258,0.381,0.0663,5.0,245040.0,4.0,-3.139,0.758,0,0.658,0.0,spotify:track:2HlGMIhvLWJjj9LuSZsNDO,First Generation
221,freak in me,girls on top,0GfghsmRDjXJEcCUP5DxlM,0.689,106.043,0.101,0.187,0.116,0.0,207667.0,4.0,-3.755,0.904,1,0.749,3.54e-06,spotify:track:0GfghsmRDjXJEcCUP5DxlM,First Generation
222,공중정원 (garden in the air),girls on top,5amlt6BjwV7CIqjSvDQFFK,0.722,98.149,0.0652,0.0598,0.308,8.0,231413.0,4.0,-3.165,0.854,0,0.607,0.0,spotify:track:5amlt6BjwV7CIqjSvDQFFK,First Generation
